path,split,age
imdb-clean-1024/71/nm1545471_rm316639744_1994-12-3_2009.jpg,train,15
imdb-clean-1024/25/nm1411125_rm4272599040_1992-7-22_2007.jpg,train,15
imdb-clean-1024/67/nm2421367_rm3598512640_1995-4-15_2010.jpg,train,15
imdb-clean-1024/63/nm0452963_rm2240912128_1990-2-11_2005.jpg,train,15
imdb-clean-1024/39/nm0668139_rm2117311232_1988-4-25_2003.jpg,train,15
imdb-clean-1024/81/nm1455681_rm1332385280_1993-12-8_2008.jpg,train,15
imdb-clean-1024/18/nm3006818_rm3478230016_1988-11-9_2003.jpg,train,15
imdb-clean-1024/32/nm0000132_rm2628360448_1979-4-12_1994.jpg,train,15
imdb-clean-1024/03/nm0383603_rm3586624768_1992-2-14_2007.jpg,train,15
imdb-clean-1024/32/nm2924932_rm3554383616_1987-3-25_2002.jpg,train,15
imdb-clean-1024/91/nm0506991_rm1232641280_1989-2-20_2004.jpg,train,15
imdb-clean-1024/23/nm1535523_rm2214766336_1998-7-8_2013.jpg,train,15
imdb-clean-1024/32/nm2924932_rm229152512_1987-3-25_2002.jpg,train,15
imdb-clean-1024/21/nm0004921_rm150379264_1967-10-29_1982.jpg,train,15
imdb-clean-1024/92/nm5617092_rm3035755008_2000-5-16_2015.jpg,train,15
imdb-clean-1024/19/nm2116419_rm1156823808_1992-5-29_2007.jpg,train,15
imdb-clean-1024/39/nm2219339_rm393460224_1996-7-31_2011.jpg,train,15
imdb-clean-1024/67/nm3843467_rm1305454592_1997-5-12_2012.jpg,train,15
imdb-clean-1024/83/nm1502383_rm3225392896_1993-4-15_2008.jpg,train,15
imdb-clean-1024/58/nm2443758_rm543261440_1995-1-9_2010.jpg,train,15
imdb-clean-1024/23/nm1415323_rm1466604032_1992-11-23_2007.jpg,train,15
imdb-clean-1024/23/nm1223023_rm3795949824_1988-5-17_2003.jpg,train,15
imdb-clean-1024/42/nm3849842_rm947569408_1996-2-21_2011.jpg,train,15
imdb-clean-1024/67/nm3843467_rm1825548288_1997-5-12_2012.jpg,train,15
imdb-clean-1024/45/nm2598945_rm1676314112_1995-10-15_2010.jpg,train,15
imdb-clean-1024/32/nm2924932_rm1905825280_1987-3-25_2002.jpg,train,15
imdb-clean-1024/97/nm0004997_rm3296250880_1976-4-18_1991.jpg,train,15
imdb-clean-1024/14/nm2619114_rm1751298816_1996-10-4_2011.jpg,train,15
imdb-clean-1024/92/nm0100792_rm137927424_1990-3-4_2005.jpg,train,15
imdb-clean-1024/35/nm0549535_rm325288960_1977-9-27_1992.jpg,train,15
imdb-clean-1024/56/nm0705356_rm4127692800_1989-7-23_2004.jpg,train,15
imdb-clean-1024/87/nm0330687_rm3799238656_1981-2-17_1996.jpg,train,15
imdb-clean-1024/50/nm1113550_rm3089216256_1996-4-14_2011.jpg,train,15
imdb-clean-1024/48/nm1497548_rm4207262464_1996-2-9_2011.jpg,train,15
imdb-clean-1024/50/nm0004850_rm873172480_1974-9-29_1989.jpg,train,15
imdb-clean-1024/33/nm0000933_rm587183104_1960-4-23_1975.jpg,train,15
imdb-clean-1024/05/nm0086205_rm3778907648_1980-4-29_1995.jpg,train,15
imdb-clean-1024/23/nm1535523_rm2906171136_1998-7-8_2013.jpg,train,15
imdb-clean-1024/97/nm0004997_rm3617424384_1976-4-18_1991.jpg,train,15
imdb-clean-1024/97/nm0000397_rm2506406656_1971-7-16_1986.jpg,train,15
imdb-clean-1024/96/nm1334396_rm454138624_1991-9-4_2006.jpg,train,15
imdb-clean-1024/02/nm0005502_rm457808640_1985-10-11_2000.jpg,train,15
imdb-clean-1024/80/nm1519680_rm3210907136_1994-4-12_2009.jpg,train,15
imdb-clean-1024/32/nm2924932_rm1151899392_1987-3-25_2002.jpg,train,15
imdb-clean-1024/23/nm1415323_rm2724895232_1992-11-23_2007.jpg,train,15
imdb-clean-1024/97/nm0004997_rm3567092736_1976-4-18_1991.jpg,train,15
imdb-clean-1024/89/nm0652089_rm2808781312_1992-3-10_2007.jpg,train,15
imdb-clean-1024/30/nm1795630_rm720614912_1993-10-27_2008.jpg,train,15
imdb-clean-1024/05/nm2425105_rm3111050496_1998-12-15_2013.jpg,train,15
imdb-clean-1024/53/nm0160553_rm2401611776_1991-12-12_2006.jpg,train,15
imdb-clean-1024/56/nm0705356_rm1267698688_1989-7-23_2004.jpg,train,15
imdb-clean-1024/32/nm0000132_rm2661914880_1979-4-12_1994.jpg,train,15
imdb-clean-1024/12/nm0191412_rm2660931840_1989-7-21_2004.jpg,train,15
imdb-clean-1024/23/nm2086223_rm2765329408_1993-10-29_2008.jpg,train,15
imdb-clean-1024/75/nm0731075_rm1447860992_1991-2-10_2006.jpg,train,15
imdb-clean-1024/97/nm0903397_rm2600655872_1974-3-25_1989.jpg,train,15
imdb-clean-1024/83/nm1249883_rm472816128_1984-10-3_1999.jpg,train,15
imdb-clean-1024/42/nm3849842_rm740088320_1996-2-21_2011.jpg,train,15
imdb-clean-1024/92/nm0100792_rm1733859840_1990-3-4_2005.jpg,train,15
imdb-clean-1024/06/nm0272706_rm3249969408_1994-10-9_2009.jpg,train,15
imdb-clean-1024/82/nm1872782_rm2672331008_1994-2-14_2009.jpg,train,15
imdb-clean-1024/14/nm1390614_rm4087330816_1992-6-26_2007.jpg,train,15
imdb-clean-1024/87/nm1351987_rm3289880320_1993-8-11_2008.jpg,train,15
imdb-clean-1024/42/nm3652842_rm659145472_1999-4-9_2014.jpg,train,15
imdb-clean-1024/62/nm2185462_rm4058559232_1996-4-23_2011.jpg,train,15
imdb-clean-1024/89/nm0004789_rm2443942656_1986-4-3_2001.jpg,train,15
imdb-clean-1024/33/nm0000933_rm1224180992_1960-4-23_1975.jpg,train,15
imdb-clean-1024/38/nm0153738_rm2576259840_1990-7-24_2005.jpg,train,15
imdb-clean-1024/97/nm0004997_rm3600647168_1976-4-18_1991.jpg,train,15
imdb-clean-1024/75/nm3237775_rm3343447040_2000-11-10_2015.jpg,train,15
imdb-clean-1024/67/nm0503567_rm375756288_1992-1-19_2007.jpg,train,15
imdb-clean-1024/67/nm3843467_rm181381120_1997-5-12_2012.jpg,train,15
imdb-clean-1024/85/nm0005485_rm3757431808_1974-1-23_1989.jpg,train,15
imdb-clean-1024/89/nm0004789_rm3707542272_1986-4-3_2001.jpg,train,15
imdb-clean-1024/88/nm1242688_rm1784584192_1992-10-12_2007.jpg,train,15
imdb-clean-1024/31/nm1491631_rm3121976832_1992-3-29_2007.jpg,train,15
imdb-clean-1024/53/nm1573253_rm2677454848_1992-5-7_2007.jpg,train,15
imdb-clean-1024/14/nm1390614_rm1578687744_1992-6-26_2007.jpg,train,15
imdb-clean-1024/80/nm0605080_rm2582551296_1986-11-26_2001.jpg,train,15
imdb-clean-1024/71/nm0001071_rm2320013824_1984-4-15_1999.jpg,train,15
imdb-clean-1024/82/nm0001882_rm4174611712_1969-1-22_1984.jpg,train,15
imdb-clean-1024/71/nm0001071_rm3359480320_1984-4-15_1999.jpg,train,15
imdb-clean-1024/61/nm0486661_rm1362398720_1971-0-0_1985.jpg,train,15
imdb-clean-1024/63/nm0891863_rm21335296_1994-2-10_2009.jpg,train,15
imdb-clean-1024/51/nm3127051_rm2717496832_1997-8-5_2012.jpg,train,15
imdb-clean-1024/60/nm1330560_rm3087440640_1984-9-3_1999.jpg,train,15
imdb-clean-1024/23/nm1535523_rm2889000704_1998-7-8_2013.jpg,train,15
imdb-clean-1024/53/nm0160553_rm2670761984_1991-12-12_2006.jpg,train,15
imdb-clean-1024/15/nm2380515_rm3150157312_1987-1-2_2002.jpg,train,15
imdb-clean-1024/54/nm3312554_rm1046131200_1990-5-18_2005.jpg,train,15
imdb-clean-1024/56/nm0302356_rm2164759296_1985-2-9_2000.jpg,train,15
imdb-clean-1024/32/nm2924932_rm1922602496_1987-3-25_2002.jpg,train,15
imdb-clean-1024/63/nm0659363_rm699570944_1989-8-21_2004.jpg,train,15
imdb-clean-1024/56/nm0705356_rm1560779264_1989-7-23_2004.jpg,train,15
imdb-clean-1024/10/nm0597410_rm1865323520_1993-7-26_2008.jpg,train,15
imdb-clean-1024/50/nm1113550_rm3666917888_1996-4-14_2011.jpg,train,15
imdb-clean-1024/76/nm0808376_rm1199413504_1983-7-6_1998.jpg,train,15
imdb-clean-1024/74/nm2254074_rm4161516800_1997-10-8_2012.jpg,train,15
imdb-clean-1024/07/nm1525807_rm1756151296_1996-1-31_2011.jpg,train,15
imdb-clean-1024/97/nm0004997_rm3279473664_1976-4-18_1991.jpg,train,15
imdb-clean-1024/89/nm0004789_rm3262814976_1986-4-3_2001.jpg,train,15
imdb-clean-1024/54/nm3312554_rm781692672_1990-5-18_2005.jpg,train,15
imdb-clean-1024/06/nm1225406_rm1577169664_1996-9-12_2011.jpg,train,15
imdb-clean-1024/74/nm2254074_rm2077206528_1997-10-8_2012.jpg,train,15
imdb-clean-1024/06/nm0361306_rm134978048_1983-3-14_1998.jpg,train,15
imdb-clean-1024/27/nm0208527_rm1599511296_1987-6-16_2002.jpg,train,15
imdb-clean-1024/97/nm0903397_rm2315443200_1974-3-25_1989.jpg,train,15
imdb-clean-1024/27/nm0208527_rm1431739136_1987-6-16_2002.jpg,train,15
imdb-clean-1024/83/nm1249883_rm321821184_1984-10-3_1999.jpg,train,15
imdb-clean-1024/80/nm1519680_rm1298304512_1994-4-12_2009.jpg,train,15
imdb-clean-1024/87/nm0330687_rm2205403136_1981-2-17_1996.jpg,train,15
imdb-clean-1024/03/nm0383603_rm3385298176_1992-2-14_2007.jpg,train,15
imdb-clean-1024/87/nm2640887_rm4194749440_1996-12-6_2011.jpg,train,15
imdb-clean-1024/61/nm0095561_rm284924160_1987-8-18_2002.jpg,train,15
imdb-clean-1024/07/nm0000207_rm3090257920_1980-2-12_1995.jpg,train,15
imdb-clean-1024/59/nm1822659_rm3977150464_1994-12-17_2009.jpg,train,15
imdb-clean-1024/41/nm0470941_rm889368320_1992-11-18_2007.jpg,train,15
imdb-clean-1024/10/nm0597410_rm1491110656_1993-7-26_2008.jpg,train,15
imdb-clean-1024/56/nm0773056_rm2262013952_1988-8-16_2003.jpg,train,15
imdb-clean-1024/07/nm0000207_rm1580961280_1980-2-12_1995.jpg,train,15
imdb-clean-1024/81/nm1455681_rm1070504704_1993-12-8_2008.jpg,train,15
imdb-clean-1024/81/nm1455681_rm1996986368_1993-12-8_2008.jpg,train,15
imdb-clean-1024/43/nm2215143_rm805295616_1999-11-10_2014.jpg,train,15
imdb-clean-1024/24/nm0266824_rm3325138688_1994-2-23_2009.jpg,train,15
imdb-clean-1024/47/nm0005447_rm3382608896_1983-6-10_1998.jpg,train,15
imdb-clean-1024/87/nm0330687_rm2792605696_1981-2-17_1996.jpg,train,15
imdb-clean-1024/80/nm1519680_rm2574159360_1994-4-12_2009.jpg,train,15
imdb-clean-1024/61/nm0095561_rm352033024_1987-8-18_2002.jpg,train,15
imdb-clean-1024/24/nm0266824_rm3954937344_1994-2-23_2009.jpg,train,15
imdb-clean-1024/82/nm0388382_rm605002240_1987-9-11_2002.jpg,train,15
imdb-clean-1024/23/nm1415323_rm2708118016_1992-11-23_2007.jpg,train,15
imdb-clean-1024/32/nm2924932_rm2741474816_1987-3-25_2002.jpg,train,15
imdb-clean-1024/56/nm0705356_rm2073005056_1989-7-23_2004.jpg,train,15
imdb-clean-1024/63/nm0452963_rm2292815872_1990-2-11_2005.jpg,train,15
imdb-clean-1024/57/nm2265157_rm3978737152_1997-2-25_2012.jpg,train,15
imdb-clean-1024/81/nm1455681_rm1020173056_1993-12-8_2008.jpg,train,15
imdb-clean-1024/80/nm1519680_rm2841808384_1994-4-12_2009.jpg,train,15
imdb-clean-1024/25/nm1411125_rm1676917504_1992-7-22_2007.jpg,train,15
imdb-clean-1024/92/nm0100792_rm811833856_1990-3-4_2005.jpg,train,15
imdb-clean-1024/18/nm3006818_rm432116992_1988-11-9_2003.jpg,train,15
imdb-clean-1024/97/nm0005497_rm2082967040_1978-3-23_1993.jpg,train,15
imdb-clean-1024/02/nm0000702_rm3678845440_1976-3-22_1991.jpg,train,15
imdb-clean-1024/90/nm1880290_rm1482853888_1994-7-16_2009.jpg,train,15
imdb-clean-1024/93/nm0184893_rm3090451968_1970-8-6_1985.jpg,train,15
imdb-clean-1024/21/nm1428821_rm911462144_1999-7-30_2014.jpg,train,15
imdb-clean-1024/15/nm2380515_rm3780875776_1987-1-2_2002.jpg,train,15
imdb-clean-1024/68/nm1597268_rm4103057920_1996-5-9_2011.jpg,train,15
imdb-clean-1024/69/nm1631269_rm2184557568_1997-2-10_2012.jpg,train,15
imdb-clean-1024/19/nm4442319_rm120758528_1998-11-17_2013.jpg,train,15
imdb-clean-1024/75/nm0281575_rm3105396736_1984-4-16_1999.jpg,train,15
imdb-clean-1024/87/nm0330687_rm4285777920_1981-2-17_1996.jpg,train,15
imdb-clean-1024/83/nm1502383_rm3315109376_1993-4-15_2008.jpg,train,15
imdb-clean-1024/42/nm3849842_rm3818430976_1996-2-21_2011.jpg,train,15
imdb-clean-1024/75/nm4248775_rm1835202304_1999-5-11_2014.jpg,train,15
imdb-clean-1024/75/nm0731075_rm286890752_1991-2-10_2006.jpg,train,15
imdb-clean-1024/58/nm2443758_rm794919680_1995-1-9_2010.jpg,train,15
imdb-clean-1024/56/nm0705356_rm1409784320_1989-7-23_2004.jpg,train,15
imdb-clean-1024/18/nm0148418_rm1409459968_1988-6-7_2003.jpg,train,15
imdb-clean-1024/98/nm2876098_rm1056482304_1998-7-7_2013.jpg,train,15
imdb-clean-1024/37/nm1670137_rm717194240_1995-7-9_2010.jpg,train,15
imdb-clean-1024/42/nm3849842_rm4166382848_1996-2-21_2011.jpg,train,15
imdb-clean-1024/11/nm0838911_rm3330710272_1989-2-5_2004.jpg,train,15
imdb-clean-1024/12/nm0191412_rm1587583488_1989-7-21_2004.jpg,train,15
imdb-clean-1024/74/nm2254074_rm1442428416_1997-10-8_2012.jpg,train,15
imdb-clean-1024/97/nm0004997_rm3245919232_1976-4-18_1991.jpg,train,15
imdb-clean-1024/87/nm0330687_rm2440284160_1981-2-17_1996.jpg,train,15
imdb-clean-1024/73/nm2832473_rm3239884288_1997-8-10_2012.jpg,train,15
imdb-clean-1024/25/nm1411125_rm1962130176_1992-7-22_2007.jpg,train,15
imdb-clean-1024/67/nm3843467_rm1758439424_1997-5-12_2012.jpg,train,15
imdb-clean-1024/25/nm1411125_rm2046016256_1992-7-22_2007.jpg,train,15
imdb-clean-1024/97/nm0004997_rm3516761088_1976-4-18_1991.jpg,train,15
imdb-clean-1024/62/nm2185462_rm3421025024_1996-4-23_2011.jpg,train,15
imdb-clean-1024/54/nm3312554_rm2053355264_1990-5-18_2005.jpg,train,15
imdb-clean-1024/50/nm1113550_rm3177820928_1996-4-14_2011.jpg,train,15
imdb-clean-1024/15/nm2380515_rm3198850816_1987-1-2_2002.jpg,train,15
imdb-clean-1024/24/nm0266824_rm968263936_1994-2-23_2009.jpg,train,15
imdb-clean-1024/62/nm2185462_rm4293440256_1996-4-23_2011.jpg,train,15
imdb-clean-1024/87/nm2640887_rm4177972224_1996-12-6_2011.jpg,train,15
imdb-clean-1024/54/nm3312554_rm1180940032_1990-5-18_2005.jpg,train,15
imdb-clean-1024/05/nm2425105_rm626306304_1998-12-15_2013.jpg,train,15
imdb-clean-1024/53/nm0160553_rm2637207552_1991-12-12_2006.jpg,train,15
imdb-clean-1024/83/nm1249883_rm271489536_1984-10-3_1999.jpg,train,15
imdb-clean-1024/87/nm2640887_rm3339111424_1996-12-6_2011.jpg,train,15
imdb-clean-1024/15/nm2380515_rm3655046912_1987-1-2_2002.jpg,train,15
imdb-clean-1024/25/nm2267725_rm797890816_1991-10-17_2006.jpg,train,15
imdb-clean-1024/27/nm1388927_rm492148224_1993-5-14_2008.jpg,train,15
imdb-clean-1024/98/nm0088298_rm4234123264_1989-2-21_2004.jpg,train,15
imdb-clean-1024/00/nm0289200_rm1745469184_1996-7-23_2011.jpg,train,15
imdb-clean-1024/00/nm0624900_rm3617248256_1991-9-19_2006.jpg,train,15
imdb-clean-1024/85/nm0005485_rm2600655872_1974-1-23_1989.jpg,train,15
imdb-clean-1024/92/nm1630992_rm807255040_1996-3-18_2011.jpg,train,15
imdb-clean-1024/79/nm2030779_rm4242180864_1994-4-18_2009.jpg,train,15
imdb-clean-1024/05/nm0711805_rm1227132416_1977-8-30_1992.jpg,train,15
imdb-clean-1024/63/nm0659363_rm2133166080_1989-8-21_2004.jpg,train,15
imdb-clean-1024/74/nm2254074_rm276148480_1997-10-8_2012.jpg,train,15
imdb-clean-1024/89/nm0805189_rm1933282816_1980-7-4_1995.jpg,train,15
imdb-clean-1024/42/nm1429242_rm1678806016_1994-9-25_2009.jpg,train,15
imdb-clean-1024/35/nm0549535_rm6521856_1977-9-27_1992.jpg,train,15
imdb-clean-1024/80/nm1519680_rm485984512_1994-4-12_2009.jpg,train,15
imdb-clean-1024/18/nm0148418_rm2523768320_1988-6-7_2003.jpg,train,15
imdb-clean-1024/42/nm3849842_rm265354496_1996-2-21_2011.jpg,train,15
imdb-clean-1024/19/nm0732319_rm2664545024_1971-7-22_1986.jpg,train,15
imdb-clean-1024/75/nm4248775_rm1676072704_1999-5-11_2014.jpg,train,15
imdb-clean-1024/56/nm0705356_rm2777648128_1989-7-23_2004.jpg,train,15
imdb-clean-1024/39/nm1011439_rm882744064_1986-6-4_2001.jpg,train,15
imdb-clean-1024/43/nm2215143_rm637523456_1999-11-10_2014.jpg,train,15
imdb-clean-1024/12/nm0914612_rm952932352_1990-4-15_2005.jpg,train,15
imdb-clean-1024/79/nm2030779_rm910661376_1994-4-18_2009.jpg,train,15
imdb-clean-1024/56/nm0705356_rm1888455680_1989-7-23_2004.jpg,train,15
imdb-clean-1024/43/nm2215143_rm670221824_1999-11-10_2014.jpg,train,15
imdb-clean-1024/76/nm0829576_rm1397987840_1990-4-9_2005.jpg,train,15
imdb-clean-1024/60/nm1814260_rm1087756288_1990-1-26_2005.jpg,train,15
imdb-clean-1024/67/nm3843467_rm2026874880_1997-5-12_2012.jpg,train,15
imdb-clean-1024/91/nm0506991_rm1450745088_1989-2-20_2004.jpg,train,15
imdb-clean-1024/04/nm1086604_rm2074974208_1991-4-4_2006.jpg,train,15
imdb-clean-1024/93/nm1248393_rm1049204992_1990-8-17_2005.jpg,train,15
imdb-clean-1024/41/nm0470941_rm4087330816_1992-11-18_2007.jpg,train,15
imdb-clean-1024/31/nm1491631_rm2182452736_1992-3-29_2007.jpg,train,15
imdb-clean-1024/42/nm3849842_rm4274364672_1996-2-21_2011.jpg,train,15
imdb-clean-1024/39/nm2219339_rm510900736_1996-7-31_2011.jpg,train,15
imdb-clean-1024/42/nm3849842_rm242926336_1996-2-21_2011.jpg,train,15
imdb-clean-1024/42/nm1429242_rm353405952_1994-9-25_2009.jpg,train,15
imdb-clean-1024/80/nm1519680_rm3177352704_1994-4-12_2009.jpg,train,15
imdb-clean-1024/39/nm2219339_rm494123520_1996-7-31_2011.jpg,train,15
imdb-clean-1024/56/nm0705356_rm2928643072_1989-7-23_2004.jpg,train,15
imdb-clean-1024/25/nm1411125_rm3515330560_1992-7-22_2007.jpg,train,15
imdb-clean-1024/21/nm1428821_rm985582848_1999-7-30_2014.jpg,train,15
imdb-clean-1024/29/nm1882929_rm3663641344_1995-8-20_2010.jpg,train,15
imdb-clean-1024/86/nm0891786_rm3249379584_1988-8-27_2003.jpg,train,15
imdb-clean-1024/00/nm0289200_rm828081408_1996-7-23_2011.jpg,train,15
imdb-clean-1024/81/nm0001581_rm2104668160_1986-6-13_2001.jpg,train,15
imdb-clean-1024/23/nm1535523_rm2986518272_1998-7-8_2013.jpg,train,15
imdb-clean-1024/99/nm0416699_rm3173497344_1996-8-7_2011.jpg,train,15
imdb-clean-1024/96/nm1334396_rm437361408_1991-9-4_2006.jpg,train,15
imdb-clean-1024/71/nm1545471_rm202411008_1994-12-3_2009.jpg,train,15
imdb-clean-1024/32/nm2924932_rm1225954816_1987-3-25_2002.jpg,train,15
